{'Iteration': 0, 'Final Solution': None}
{'Iteration': 2437, 'Final Solution': None}
{'Iteration': 2438, 'Final Solution': None}
{'Iteration': 2439, 'Final Solution': None}
{'Iteration': 2440, 'Final Solution': None}
{'Iteration': 2441, 'Final Solution': None}
{'Iteration': 2442, 'Final Solution': None}
{'Iteration': 2443, 'Final Solution': None}
{'Iteration': 2444, 'Final Solution': None}
{'Iteration': 2445, 'Final Solution': None}
{'Iteration': 2446, 'Final Solution': None}
{'Iteration': 2447, 'Final Solution': None}
{'Iteration': 2448, 'Final Solution': None}
{'Iteration': 2449, 'Final Solution': None}
{'Iteration': 2450, 'Final Solution': None}
{'Iteration': 2451, 'Final Solution': None}
{'Iteration': 2452, 'Final Solution': None}
{'Iteration': 2453, 'Final Solution': None}
{'Iteration': 2454, 'Final Solution': None}
{'Iteration': 2455, 'Final Solution': None}
{'Iteration': 2456, 'Final Solution': None}
{'Iteration': 2457, 'Final Solution': None}
{'Iteration': 2458, 'Final Solution': '-1 - 5i'}
{'Iteration': 2459, 'Final Solution': None}
{'Iteration': 2460, 'Final Solution': None}
{'Iteration': 2461, 'Final Solution': None}
{'Iteration': 2462, 'Final Solution': None}
{'Iteration': 2463, 'Final Solution': None}
{'Iteration': 2464, 'Final Solution': None}
{'Iteration': 2465, 'Final Solution': '\\text{A,C,E'}
{'Iteration': 2466, 'Final Solution': None}
{'Iteration': 2467, 'Final Solution': None}
{'Iteration': 2468, 'Final Solution': None}
{'Iteration': 2469, 'Final Solution': None}
{'Iteration': 2470, 'Final Solution': None}
{'Iteration': 2471, 'Final Solution': None}
{'Iteration': 2472, 'Final Solution': None}
{'Iteration': 2473, 'Final Solution': '(-\\infty,5) \\cup (5,\\infty)'}
{'Iteration': 2474, 'Final Solution': None}
{'Iteration': 2475, 'Final Solution': '\\frac{64'}
{'Iteration': 2476, 'Final Solution': None}
{'Iteration': 2477, 'Final Solution': None}
{'Iteration': 2478, 'Final Solution': None}
{'Iteration': 2479, 'Final Solution': None}
{'Iteration': 2480, 'Final Solution': None}
{'Iteration': 2481, 'Final Solution': None}
{'Iteration': 2482, 'Final Solution': '6'}
{'Iteration': 2483, 'Final Solution': '3'}
{'Iteration': 2484, 'Final Solution': None}
{'Iteration': 2485, 'Final Solution': '65'}
{'Iteration': 2486, 'Final Solution': None}
{'Iteration': 2487, 'Final Solution': None}
{'Iteration': 2488, 'Final Solution': None}
{'Iteration': 2489, 'Final Solution': None}
{'Iteration': 2490, 'Final Solution': None}
{'Iteration': 2491, 'Final Solution': '3'}
{'Iteration': 2492, 'Final Solution': None}
{'Iteration': 2493, 'Final Solution': None}
{'Iteration': 2494, 'Final Solution': None}
{'Iteration': 2495, 'Final Solution': None}
{'Iteration': 2496, 'Final Solution': None}
{'Iteration': 2497, 'Final Solution': None}
{'Iteration': 2498, 'Final Solution': None}
{'Iteration': 2499, 'Final Solution': None}
{'Iteration': 2500, 'Final Solution': None}
{'Iteration': 2501, 'Final Solution': None}
{'Iteration': 2502, 'Final Solution': None}
{'Iteration': 2503, 'Final Solution': None}
{'Iteration': 2504, 'Final Solution': '\\frac{1'}
{'Iteration': 2505, 'Final Solution': None}
{'Iteration': 2506, 'Final Solution': '4'}
{'Iteration': 2507, 'Final Solution': None}
{'Iteration': 2508, 'Final Solution': None}
{'Iteration': 2509, 'Final Solution': None}
{'Iteration': 2510, 'Final Solution': None}
{'Iteration': 2511, 'Final Solution': None}
{'Iteration': 2512, 'Final Solution': None}
{'Iteration': 2513, 'Final Solution': None}
{'Iteration': 2514, 'Final Solution': None}
{'Iteration': 2515, 'Final Solution': None}
{'Iteration': 2516, 'Final Solution': None}
{'Iteration': 2517, 'Final Solution': None}
{'Iteration': 2518, 'Final Solution': '4'}
{'Iteration': 2519, 'Final Solution': None}
{'Iteration': 2520, 'Final Solution': None}
{'Iteration': 2521, 'Final Solution': None}
{'Iteration': 2522, 'Final Solution': None}
{'Iteration': 2523, 'Final Solution': None}
{'Iteration': 2524, 'Final Solution': None}
{'Iteration': 2525, 'Final Solution': None}
{'Iteration': 2526, 'Final Solution': None}
{'Iteration': 2527, 'Final Solution': '0'}
{'Iteration': 2528, 'Final Solution': None}
{'Iteration': 2529, 'Final Solution': None}
{'Iteration': 2530, 'Final Solution': None}
{'Iteration': 2531, 'Final Solution': None}
{'Iteration': 2532, 'Final Solution': None}
{'Iteration': 2533, 'Final Solution': None}
{'Iteration': 2534, 'Final Solution': '4006'}
{'Iteration': 2535, 'Final Solution': None}
{'Iteration': 2536, 'Final Solution': None}
{'Iteration': 2537, 'Final Solution': None}
{'Iteration': 2538, 'Final Solution': None}
{'Iteration': 2539, 'Final Solution': '-14'}
{'Iteration': 2540, 'Final Solution': None}
{'Iteration': 2541, 'Final Solution': None}
{'Iteration': 2542, 'Final Solution': None}
{'Iteration': 2543, 'Final Solution': None}
{'Iteration': 2544, 'Final Solution': None}
{'Iteration': 2545, 'Final Solution': None}
{'Iteration': 2546, 'Final Solution': None}
{'Iteration': 2547, 'Final Solution': None}
{'Iteration': 2548, 'Final Solution': '[3,\\infty)'}
{'Iteration': 2549, 'Final Solution': None}
{'Iteration': 2550, 'Final Solution': None}
{'Iteration': 2551, 'Final Solution': None}
{'Iteration': 2552, 'Final Solution': None}
{'Iteration': 2553, 'Final Solution': '2015'}
{'Iteration': 2554, 'Final Solution': '4 \\sqrt[4]{M'}
{'Iteration': 2555, 'Final Solution': None}
{'Iteration': 2556, 'Final Solution': None}
{'Iteration': 2557, 'Final Solution': None}
{'Iteration': 2558, 'Final Solution': None}
{'Iteration': 2559, 'Final Solution': None}
{'Iteration': 2560, 'Final Solution': None}
{'Iteration': 2561, 'Final Solution': '\\text{D'}
{'Iteration': 2562, 'Final Solution': None}
{'Iteration': 2563, 'Final Solution': None}
{'Iteration': 2564, 'Final Solution': None}
{'Iteration': 2565, 'Final Solution': None}
{'Iteration': 2566, 'Final Solution': None}
{'Iteration': 2567, 'Final Solution': '3 - 2f(x)'}
{'Iteration': 2568, 'Final Solution': '4'}
{'Iteration': 2569, 'Final Solution': None}
{'Iteration': 2570, 'Final Solution': None}
{'Iteration': 2571, 'Final Solution': '1'}
{'Iteration': 2572, 'Final Solution': None}
{'Iteration': 2573, 'Final Solution': None}
{'Iteration': 2574, 'Final Solution': None}
{'Iteration': 2575, 'Final Solution': None}
{'Iteration': 2576, 'Final Solution': None}
{'Iteration': 2577, 'Final Solution': '19'}
{'Iteration': 2578, 'Final Solution': None}
{'Iteration': 2579, 'Final Solution': None}
{'Iteration': 2580, 'Final Solution': None}
{'Iteration': 2581, 'Final Solution': None}
{'Iteration': 2582, 'Final Solution': None}
{'Iteration': 2583, 'Final Solution': '12'}
{'Iteration': 2584, 'Final Solution': None}
{'Iteration': 2585, 'Final Solution': None}
{'Iteration': 2586, 'Final Solution': None}
{'Iteration': 2587, 'Final Solution': '\\frac{4'}
{'Iteration': 2588, 'Final Solution': None}
{'Iteration': 2589, 'Final Solution': None}
{'Iteration': 2590, 'Final Solution': None}
{'Iteration': 2591, 'Final Solution': None}
{'Iteration': 2592, 'Final Solution': None}
{'Iteration': 2593, 'Final Solution': None}
{'Iteration': 2594, 'Final Solution': None}
{'Iteration': 2595, 'Final Solution': None}
{'Iteration': 2596, 'Final Solution': None}
{'Iteration': 2597, 'Final Solution': None}
{'Iteration': 2598, 'Final Solution': None}
{'Iteration': 2599, 'Final Solution': None}
{'Iteration': 2600, 'Final Solution': None}
{'Iteration': 2601, 'Final Solution': None}
{'Iteration': 2602, 'Final Solution': '(-\\infty,2)\\cup(2,\\infty)'}
{'Iteration': 2603, 'Final Solution': None}
{'Iteration': 2604, 'Final Solution': 'x(2x+3)(4x-1)'}
{'Iteration': 2605, 'Final Solution': None}
{'Iteration': 2606, 'Final Solution': None}
{'Iteration': 2607, 'Final Solution': None}
{'Iteration': 2608, 'Final Solution': '11'}
{'Iteration': 2609, 'Final Solution': None}
{'Iteration': 2610, 'Final Solution': None}
{'Iteration': 2611, 'Final Solution': None}
{'Iteration': 2612, 'Final Solution': None}
{'Iteration': 2613, 'Final Solution': '12'}
{'Iteration': 2614, 'Final Solution': None}
{'Iteration': 2615, 'Final Solution': '13'}
{'Iteration': 2616, 'Final Solution': None}
{'Iteration': 2617, 'Final Solution': None}
{'Iteration': 2618, 'Final Solution': None}
{'Iteration': 2619, 'Final Solution': None}
{'Iteration': 2620, 'Final Solution': None}
{'Iteration': 2621, 'Final Solution': None}
{'Iteration': 2622, 'Final Solution': None}
{'Iteration': 2623, 'Final Solution': None}
{'Iteration': 2624, 'Final Solution': '2016'}
{'Iteration': 2625, 'Final Solution': None}
{'Iteration': 2626, 'Final Solution': None}
{'Iteration': 2627, 'Final Solution': None}
{'Iteration': 2628, 'Final Solution': None}
{'Iteration': 2629, 'Final Solution': '2'}
{'Iteration': 2630, 'Final Solution': None}
{'Iteration': 2631, 'Final Solution': '-\\frac{5'}
{'Iteration': 2632, 'Final Solution': None}
{'Iteration': 2633, 'Final Solution': None}
{'Iteration': 2634, 'Final Solution': None}
{'Iteration': 2635, 'Final Solution': None}
{'Iteration': 2636, 'Final Solution': None}
{'Iteration': 2637, 'Final Solution': None}
{'Iteration': 2638, 'Final Solution': '\\text{B'}
{'Iteration': 2639, 'Final Solution': None}
{'Iteration': 2640, 'Final Solution': '8'}
{'Iteration': 2641, 'Final Solution': None}
{'Iteration': 2642, 'Final Solution': '25'}
{'Iteration': 2643, 'Final Solution': None}
{'Iteration': 2644, 'Final Solution': None}
{'Iteration': 2645, 'Final Solution': None}
{'Iteration': 2646, 'Final Solution': None}
{'Iteration': 2647, 'Final Solution': '1'}
{'Iteration': 2648, 'Final Solution': '\\text{(A)'}
{'Iteration': 2649, 'Final Solution': None}
{'Iteration': 2650, 'Final Solution': None}
{'Iteration': 2651, 'Final Solution': '-1'}
{'Iteration': 2652, 'Final Solution': None}
{'Iteration': 2653, 'Final Solution': None}
{'Iteration': 2654, 'Final Solution': None}
{'Iteration': 2655, 'Final Solution': None}
{'Iteration': 2656, 'Final Solution': None}
{'Iteration': 2657, 'Final Solution': '\\frac{1'}
{'Iteration': 2658, 'Final Solution': None}
{'Iteration': 2659, 'Final Solution': None}
{'Iteration': 2660, 'Final Solution': None}
{'Iteration': 2661, 'Final Solution': None}
{'Iteration': 2662, 'Final Solution': None}
{'Iteration': 2663, 'Final Solution': 'y = -x'}
{'Iteration': 2664, 'Final Solution': None}
{'Iteration': 2665, 'Final Solution': '\\frac{3'}
{'Iteration': 2666, 'Final Solution': None}
{'Iteration': 2667, 'Final Solution': None}
{'Iteration': 2668, 'Final Solution': None}
{'Iteration': 2669, 'Final Solution': None}
{'Iteration': 2670, 'Final Solution': None}
{'Iteration': 2671, 'Final Solution': '66'}
{'Iteration': 2672, 'Final Solution': None}
{'Iteration': 2673, 'Final Solution': 'r^2 s^2'}
{'Iteration': 2674, 'Final Solution': None}
{'Iteration': 2675, 'Final Solution': None}
{'Iteration': 2676, 'Final Solution': None}
{'Iteration': 2677, 'Final Solution': None}
{'Iteration': 2678, 'Final Solution': None}
{'Iteration': 2679, 'Final Solution': '1'}
{'Iteration': 2680, 'Final Solution': None}
{'Iteration': 2681, 'Final Solution': None}
{'Iteration': 2682, 'Final Solution': None}
{'Iteration': 2683, 'Final Solution': '\\frac{3'}
{'Iteration': 2684, 'Final Solution': None}
{'Iteration': 2685, 'Final Solution': None}
{'Iteration': 2686, 'Final Solution': None}
{'Iteration': 2687, 'Final Solution': '2,4'}
{'Iteration': 2688, 'Final Solution': '\\left( \\frac{-7'}
{'Iteration': 2689, 'Final Solution': None}
{'Iteration': 2690, 'Final Solution': '-2'}
{'Iteration': 2691, 'Final Solution': None}
{'Iteration': 2692, 'Final Solution': None}
{'Iteration': 2693, 'Final Solution': None}
{'Iteration': 2694, 'Final Solution': None}
{'Iteration': 2695, 'Final Solution': None}
{'Iteration': 2696, 'Final Solution': '(x - 3)(x^2 - 9x + 35)'}
{'Iteration': 2697, 'Final Solution': None}
{'Iteration': 2698, 'Final Solution': None}
{'Iteration': 2699, 'Final Solution': None}
{'Iteration': 2700, 'Final Solution': None}
{'Iteration': 2701, 'Final Solution': None}
{'Iteration': 2702, 'Final Solution': None}
{'Iteration': 2703, 'Final Solution': None}
{'Iteration': 2704, 'Final Solution': None}
{'Iteration': 2705, 'Final Solution': '2'}
{'Iteration': 2706, 'Final Solution': None}
{'Iteration': 2707, 'Final Solution': '35'}
{'Iteration': 2708, 'Final Solution': None}
{'Iteration': 2709, 'Final Solution': '401'}
{'Iteration': 2710, 'Final Solution': None}
{'Iteration': 2711, 'Final Solution': None}
{'Iteration': 2712, 'Final Solution': None}
{'Iteration': 2713, 'Final Solution': None}
{'Iteration': 2714, 'Final Solution': None}
{'Iteration': 2715, 'Final Solution': '19'}
{'Iteration': 2716, 'Final Solution': None}
{'Iteration': 2717, 'Final Solution': None}
{'Iteration': 2718, 'Final Solution': None}
{'Iteration': 2719, 'Final Solution': '5 + 6\\sqrt{2'}
{'Iteration': 2720, 'Final Solution': '2'}
{'Iteration': 2721, 'Final Solution': None}
{'Iteration': 2722, 'Final Solution': None}
{'Iteration': 2723, 'Final Solution': None}
{'Iteration': 2724, 'Final Solution': None}
{'Iteration': 2725, 'Final Solution': '4'}
{'Iteration': 2726, 'Final Solution': '7'}
{'Iteration': 2727, 'Final Solution': None}
{'Iteration': 2728, 'Final Solution': '169'}
{'Iteration': 2729, 'Final Solution': None}
{'Iteration': 2730, 'Final Solution': None}
{'Iteration': 2731, 'Final Solution': None}
{'Iteration': 2732, 'Final Solution': None}
{'Iteration': 2733, 'Final Solution': None}
{'Iteration': 2734, 'Final Solution': '-1'}
{'Iteration': 2735, 'Final Solution': None}
{'Iteration': 2736, 'Final Solution': None}
{'Iteration': 2737, 'Final Solution': None}
{'Iteration': 2738, 'Final Solution': None}
{'Iteration': 2739, 'Final Solution': None}
{'Iteration': 2740, 'Final Solution': None}
{'Iteration': 2741, 'Final Solution': None}
{'Iteration': 2742, 'Final Solution': '0'}
{'Iteration': 2743, 'Final Solution': '(4,1)'}
{'Iteration': 2744, 'Final Solution': None}
{'Iteration': 2745, 'Final Solution': '\\pi r^2 - r^2'}
{'Iteration': 2746, 'Final Solution': '\\sqrt{61'}
{'Iteration': 2747, 'Final Solution': None}
{'Iteration': 2748, 'Final Solution': None}
{'Iteration': 2749, 'Final Solution': None}
{'Iteration': 2750, 'Final Solution': '75-5a^2-5b^2'}
{'Iteration': 2751, 'Final Solution': None}
{'Iteration': 2752, 'Final Solution': None}
{'Iteration': 2753, 'Final Solution': None}
{'Iteration': 2754, 'Final Solution': None}
{'Iteration': 2755, 'Final Solution': None}
{'Iteration': 2756, 'Final Solution': None}
{'Iteration': 2757, 'Final Solution': None}
{'Iteration': 2758, 'Final Solution': None}
{'Iteration': 2759, 'Final Solution': None}
{'Iteration': 2760, 'Final Solution': None}
{'Iteration': 2761, 'Final Solution': '1'}
{'Iteration': 2762, 'Final Solution': None}
{'Iteration': 2763, 'Final Solution': None}
{'Iteration': 2764, 'Final Solution': None}
{'Iteration': 2765, 'Final Solution': None}
{'Iteration': 2766, 'Final Solution': None}
{'Iteration': 2767, 'Final Solution': None}
{'Iteration': 2768, 'Final Solution': None}
{'Iteration': 2769, 'Final Solution': '2'}
{'Iteration': 2770, 'Final Solution': None}
{'Iteration': 2771, 'Final Solution': None}
{'Iteration': 2772, 'Final Solution': None}
{'Iteration': 2773, 'Final Solution': None}
{'Iteration': 2774, 'Final Solution': None}
{'Iteration': 2775, 'Final Solution': None}
{'Iteration': 2776, 'Final Solution': None}
{'Iteration': 2777, 'Final Solution': None}
{'Iteration': 2778, 'Final Solution': None}
{'Iteration': 2779, 'Final Solution': None}
{'Iteration': 2780, 'Final Solution': None}
{'Iteration': 2781, 'Final Solution': '\\frac{1'}
{'Iteration': 2782, 'Final Solution': None}
{'Iteration': 2783, 'Final Solution': None}
{'Iteration': 2784, 'Final Solution': '3000'}
{'Iteration': 2785, 'Final Solution': '4'}
{'Iteration': 2786, 'Final Solution': None}
{'Iteration': 2787, 'Final Solution': None}
{'Iteration': 2788, 'Final Solution': '\\text{even'}
{'Iteration': 2789, 'Final Solution': None}
{'Iteration': 2790, 'Final Solution': '\\frac{3'}
{'Iteration': 2791, 'Final Solution': None}
{'Iteration': 2792, 'Final Solution': None}
{'Iteration': 2793, 'Final Solution': '7'}
{'Iteration': 2794, 'Final Solution': None}
{'Iteration': 2795, 'Final Solution': None}
{'Iteration': 2796, 'Final Solution': None}
{'Iteration': 2797, 'Final Solution': None}
{'Iteration': 2798, 'Final Solution': None}
{'Iteration': 2799, 'Final Solution': None}
{'Iteration': 2800, 'Final Solution': None}
{'Iteration': 2801, 'Final Solution': None}
{'Iteration': 2802, 'Final Solution': '(a+5)(b+2)'}
{'Iteration': 2803, 'Final Solution': '3'}
{'Iteration': 2804, 'Final Solution': None}
{'Iteration': 2805, 'Final Solution': None}
{'Iteration': 2806, 'Final Solution': None}
{'Iteration': 2807, 'Final Solution': None}
{'Iteration': 2808, 'Final Solution': '\\sqrt[3]{10'}
{'Iteration': 2809, 'Final Solution': None}
{'Iteration': 2810, 'Final Solution': None}
{'Iteration': 2811, 'Final Solution': '1'}
{'Iteration': 2812, 'Final Solution': None}
{'Iteration': 2813, 'Final Solution': None}
{'Iteration': 2814, 'Final Solution': None}
{'Iteration': 2815, 'Final Solution': '2\\sqrt{7'}
{'Iteration': 2816, 'Final Solution': None}
{'Iteration': 2817, 'Final Solution': '12'}
{'Iteration': 2818, 'Final Solution': '-7'}
{'Iteration': 2819, 'Final Solution': '0'}
{'Iteration': 2820, 'Final Solution': None}
{'Iteration': 2821, 'Final Solution': '\\left( \\frac{5'}
{'Iteration': 2822, 'Final Solution': None}
{'Iteration': 2823, 'Final Solution': None}
{'Iteration': 2824, 'Final Solution': '\\pm 2 \\sqrt{5'}
{'Iteration': 2825, 'Final Solution': None}
{'Iteration': 2826, 'Final Solution': None}
{'Iteration': 2827, 'Final Solution': None}
{'Iteration': 2828, 'Final Solution': None}
{'Iteration': 2829, 'Final Solution': '25'}
{'Iteration': 2830, 'Final Solution': None}
{'Iteration': 2831, 'Final Solution': None}
{'Iteration': 2832, 'Final Solution': None}
{'Iteration': 2833, 'Final Solution': None}
{'Iteration': 2834, 'Final Solution': None}
{'Iteration': 2835, 'Final Solution': '6'}
{'Iteration': 2836, 'Final Solution': None}
{'Iteration': 2837, 'Final Solution': '157'}
{'Iteration': 2838, 'Final Solution': '\\frac{4'}
{'Iteration': 2839, 'Final Solution': None}
{'Iteration': 2840, 'Final Solution': 'AB'}
{'Iteration': 2841, 'Final Solution': None}
{'Iteration': 2842, 'Final Solution': '14'}
{'Iteration': 2843, 'Final Solution': None}
{'Iteration': 2844, 'Final Solution': None}
{'Iteration': 2845, 'Final Solution': None}
{'Iteration': 2846, 'Final Solution': None}
{'Iteration': 2847, 'Final Solution': '\\sqrt{11'}
{'Iteration': 2848, 'Final Solution': None}
{'Iteration': 2849, 'Final Solution': None}
{'Iteration': 2850, 'Final Solution': None}
{'Iteration': 2851, 'Final Solution': None}
{'Iteration': 2852, 'Final Solution': None}
{'Iteration': 2853, 'Final Solution': '\\text{even'}
{'Iteration': 2854, 'Final Solution': None}
{'Iteration': 2855, 'Final Solution': None}
{'Iteration': 2856, 'Final Solution': None}
{'Iteration': 2857, 'Final Solution': None}
{'Iteration': 2858, 'Final Solution': None}
{'Iteration': 2859, 'Final Solution': None}
{'Iteration': 2860, 'Final Solution': None}
{'Iteration': 2861, 'Final Solution': None}
{'Iteration': 2862, 'Final Solution': None}
{'Iteration': 2863, 'Final Solution': None}
{'Iteration': 2864, 'Final Solution': None}
{'Iteration': 2865, 'Final Solution': '151'}
{'Iteration': 2866, 'Final Solution': None}
{'Iteration': 2867, 'Final Solution': None}
{'Iteration': 2868, 'Final Solution': None}
{'Iteration': 2869, 'Final Solution': None}
{'Iteration': 2870, 'Final Solution': None}
{'Iteration': 2871, 'Final Solution': None}
{'Iteration': 2872, 'Final Solution': None}
{'Iteration': 2873, 'Final Solution': None}
{'Iteration': 2874, 'Final Solution': None}
{'Iteration': 2875, 'Final Solution': None}
{'Iteration': 2876, 'Final Solution': None}
{'Iteration': 2877, 'Final Solution': None}
{'Iteration': 2878, 'Final Solution': '\\frac{10'}
{'Iteration': 2879, 'Final Solution': None}
{'Iteration': 2880, 'Final Solution': None}
{'Iteration': 2881, 'Final Solution': None}
{'Iteration': 2882, 'Final Solution': None}
{'Iteration': 2883, 'Final Solution': '0'}
{'Iteration': 2884, 'Final Solution': None}
{'Iteration': 2885, 'Final Solution': None}
{'Iteration': 2886, 'Final Solution': '21x + 16'}
{'Iteration': 2887, 'Final Solution': None}
{'Iteration': 2888, 'Final Solution': '\\frac{6'}
{'Iteration': 2889, 'Final Solution': None}
{'Iteration': 2890, 'Final Solution': None}
{'Iteration': 2891, 'Final Solution': None}
{'Iteration': 2892, 'Final Solution': None}
{'Iteration': 2893, 'Final Solution': None}
{'Iteration': 2894, 'Final Solution': None}
{'Iteration': 2895, 'Final Solution': None}
{'Iteration': 2896, 'Final Solution': None}
{'Iteration': 2897, 'Final Solution': None}
{'Iteration': 2898, 'Final Solution': None}
{'Iteration': 2899, 'Final Solution': '3'}
{'Iteration': 2900, 'Final Solution': None}
{'Iteration': 2901, 'Final Solution': None}
{'Iteration': 2902, 'Final Solution': '\\text{P'}
{'Iteration': 2903, 'Final Solution': None}
{'Iteration': 2904, 'Final Solution': '1'}
{'Iteration': 2905, 'Final Solution': '3'}
{'Iteration': 2906, 'Final Solution': None}
{'Iteration': 2907, 'Final Solution': None}
{'Iteration': 2908, 'Final Solution': '\\frac{1'}
{'Iteration': 2909, 'Final Solution': None}
{'Iteration': 2910, 'Final Solution': None}
{'Iteration': 2911, 'Final Solution': None}
{'Iteration': 2912, 'Final Solution': None}
{'Iteration': 2913, 'Final Solution': None}
{'Iteration': 2914, 'Final Solution': None}
{'Iteration': 2915, 'Final Solution': None}
{'Iteration': 2916, 'Final Solution': None}
{'Iteration': 2917, 'Final Solution': '101'}
{'Iteration': 2918, 'Final Solution': None}
{'Iteration': 2919, 'Final Solution': None}
{'Iteration': 2920, 'Final Solution': None}
{'Iteration': 2921, 'Final Solution': None}
{'Iteration': 2922, 'Final Solution': '(4,-7)'}
{'Iteration': 2923, 'Final Solution': None}
{'Iteration': 2924, 'Final Solution': None}
{'Iteration': 2925, 'Final Solution': None}
{'Iteration': 2926, 'Final Solution': '3'}
{'Iteration': 2927, 'Final Solution': '\\text{even'}
{'Iteration': 2928, 'Final Solution': '\\frac{3'}
{'Iteration': 2929, 'Final Solution': None}
{'Iteration': 2930, 'Final Solution': None}
{'Iteration': 2931, 'Final Solution': '-3+2i'}
{'Iteration': 2932, 'Final Solution': '7'}
{'Iteration': 2933, 'Final Solution': '\\frac{1'}
{'Iteration': 2934, 'Final Solution': '91'}
{'Iteration': 2935, 'Final Solution': None}
{'Iteration': 2936, 'Final Solution': '(3,5)'}
{'Iteration': 2937, 'Final Solution': None}
{'Iteration': 2938, 'Final Solution': None}
{'Iteration': 2939, 'Final Solution': None}
{'Iteration': 2940, 'Final Solution': None}
{'Iteration': 2941, 'Final Solution': None}
{'Iteration': 2942, 'Final Solution': None}
{'Iteration': 2943, 'Final Solution': None}
{'Iteration': 2944, 'Final Solution': None}
{'Iteration': 2945, 'Final Solution': '\\frac{3'}
{'Iteration': 2946, 'Final Solution': None}
{'Iteration': 2947, 'Final Solution': None}
{'Iteration': 2948, 'Final Solution': None}
{'Iteration': 2949, 'Final Solution': None}
{'Iteration': 2950, 'Final Solution': None}
{'Iteration': 2951, 'Final Solution': None}
{'Iteration': 2952, 'Final Solution': None}
{'Iteration': 2953, 'Final Solution': '\\text{odd'}
{'Iteration': 2954, 'Final Solution': None}
{'Iteration': 2955, 'Final Solution': None}
{'Iteration': 2956, 'Final Solution': None}
{'Iteration': 2957, 'Final Solution': '(45x + 28)(x + 2)'}
{'Iteration': 2958, 'Final Solution': None}
{'Iteration': 2959, 'Final Solution': None}
{'Iteration': 2960, 'Final Solution': None}
{'Iteration': 2961, 'Final Solution': None}
{'Iteration': 2962, 'Final Solution': '5'}
{'Iteration': 2963, 'Final Solution': None}
{'Iteration': 2964, 'Final Solution': None}
{'Iteration': 2965, 'Final Solution': '6'}
{'Iteration': 2966, 'Final Solution': None}
{'Iteration': 2967, 'Final Solution': None}
{'Iteration': 2968, 'Final Solution': None}
{'Iteration': 2969, 'Final Solution': None}
{'Iteration': 2970, 'Final Solution': None}
{'Iteration': 2971, 'Final Solution': None}
{'Iteration': 2972, 'Final Solution': None}
{'Iteration': 2973, 'Final Solution': None}
{'Iteration': 2974, 'Final Solution': '26'}
{'Iteration': 2975, 'Final Solution': '\\frac{1'}
{'Iteration': 2976, 'Final Solution': None}
{'Iteration': 2977, 'Final Solution': None}
{'Iteration': 2978, 'Final Solution': None}
{'Iteration': 2979, 'Final Solution': '[-11,-1]'}
{'Iteration': 2980, 'Final Solution': '3 \\pi'}
{'Iteration': 2981, 'Final Solution': '-3'}
{'Iteration': 2982, 'Final Solution': '-\\frac{2'}
{'Iteration': 2983, 'Final Solution': None}
{'Iteration': 2984, 'Final Solution': None}
{'Iteration': 2985, 'Final Solution': None}
{'Iteration': 2986, 'Final Solution': None}
{'Iteration': 2987, 'Final Solution': None}
{'Iteration': 2988, 'Final Solution': None}
{'Iteration': 2989, 'Final Solution': None}
{'Iteration': 2990, 'Final Solution': None}
{'Iteration': 2991, 'Final Solution': None}
{'Iteration': 2992, 'Final Solution': None}
{'Iteration': 2993, 'Final Solution': '2'}
{'Iteration': 2994, 'Final Solution': None}
{'Iteration': 2995, 'Final Solution': None}
{'Iteration': 2996, 'Final Solution': '4'}
{'Iteration': 2997, 'Final Solution': None}
{'Iteration': 2998, 'Final Solution': None}
{'Iteration': 2999, 'Final Solution': None}
{'Iteration': 3000, 'Final Solution': None}
{'Iteration': 3001, 'Final Solution': None}
{'Iteration': 3002, 'Final Solution': None}
{'Iteration': 3003, 'Final Solution': None}
{'Iteration': 3004, 'Final Solution': None}
{'Iteration': 3005, 'Final Solution': None}
{'Iteration': 3006, 'Final Solution': None}
{'Iteration': 3007, 'Final Solution': '1'}
{'Iteration': 3008, 'Final Solution': None}
{'Iteration': 3009, 'Final Solution': None}
{'Iteration': 3010, 'Final Solution': None}
{'Iteration': 3011, 'Final Solution': None}
{'Iteration': 3012, 'Final Solution': None}
{'Iteration': 3013, 'Final Solution': None}
{'Iteration': 3014, 'Final Solution': None}
{'Iteration': 3015, 'Final Solution': None}
{'Iteration': 3016, 'Final Solution': '8'}
{'Iteration': 3017, 'Final Solution': None}
{'Iteration': 3018, 'Final Solution': None}
{'Iteration': 3019, 'Final Solution': None}
{'Iteration': 3020, 'Final Solution': None}
{'Iteration': 3021, 'Final Solution': None}
{'Iteration': 3022, 'Final Solution': None}
{'Iteration': 3023, 'Final Solution': None}
{'Iteration': 3024, 'Final Solution': None}
{'Iteration': 3025, 'Final Solution': None}
{'Iteration': 3026, 'Final Solution': None}
{'Iteration': 3027, 'Final Solution': None}
{'Iteration': 3028, 'Final Solution': None}
{'Iteration': 3029, 'Final Solution': None}
{'Iteration': 3030, 'Final Solution': None}
{'Iteration': 3031, 'Final Solution': None}
{'Iteration': 3032, 'Final Solution': None}
{'Iteration': 3033, 'Final Solution': None}
{'Iteration': 3034, 'Final Solution': None}
{'Iteration': 3035, 'Final Solution': None}
{'Iteration': 3036, 'Final Solution': None}
{'Iteration': 3037, 'Final Solution': None}
{'Iteration': 3038, 'Final Solution': None}
{'Iteration': 3039, 'Final Solution': None}
{'Iteration': 3040, 'Final Solution': '1 - 2 = \\boxed{-1'}
