Iteration,ID,Run_1
2650,29693,\\$65
2651,16250,230
2652,10612,50
2653,21072,Error Parsing Response
2654,8134,Error Parsing Response
2655,26260,18
2656,25175,Error Parsing Response
2657,12937,8
2658,17195,'
2659,83,24689
2660,11772,16
2661,23458,Error Parsing Response
2662,27945,12
2663,27190,Error Parsing Response
2664,26740,Error Parsing Response
2665,25270,10
2666,20624,513
2667,5610,32
2668,968,240
2669,13302,160
2670,21181,255
2671,23858,160
2672,4264108436937530386,Error Parsing Response
2673,22769,Error Parsing Response
2674,24359,15
2675,6310,18
2676,23202,Error Parsing Response
2677,4007,4000
2678,21805,1980
2679,13813,14
2680,14885,10
2681,26688,Error Parsing Response
2682,20978,3
2683,27490,Error Parsing Response
2684,26237,1200
2685,3428,18
2686,14537,180
2687,9518,10
2688,15496,111
2689,29541,15
2690,17813,24
2691,-6272496070280196806,Error Parsing Response
2692,5062,Error Parsing Response
2693,16576,-12
2694,25295,Error Parsing Response
2695,22464,Error Parsing Response
2696,617,99
2697,22342,'
2698,1883,7
2699,20269,13
2700,3130,\\text{Seokjin
2701,8016,20.275
2702,2696075761570173543,Error Parsing Response
2703,18258,3
2704,30415,Error Parsing Response
2705,21470,5
2706,12517,\\$110
2707,30275,Error Parsing Response
2708,14783,Error Parsing Response
2709,10629,2800
2710,9169,\\$122
2711,21034,110
2712,-8673223531967757086,Error Parsing Response
2713,8088,10
2714,20677,1
2715,5195,Error Parsing Response
2716,16722,5
2717,26966,20
2718,10293,500
2719,18321,6
2720,16810,Error Parsing Response
2721,21619,175
2722,15465,5'
2723,23107,36
2724,6751,10
2725,21956,27
2726,7820,47
2727,12865,Error Parsing Response
2728,12013,48
2729,15091,5
2730,15720,Error Parsing Response
2731,11563,Error Parsing Response
2732,20238,10
2733,27606,25
2734,1040,\\text{mart
2735,13340,4
2736,23802,40
2737,15681,10
2738,10755,Error Parsing Response
2739,5533,Error Parsing Response
2740,f89af023,9
2741,30256,180
2742,24082,Error Parsing Response
2743,7379,17
2744,23616,8
2745,21260,5
2746,11732,121.2'
2747,18711,Error Parsing Response
2748,16958,9
2749,18983,Error Parsing Response
2750,29138,60
2751,11379,65\\%
2752,12823,54
2753,25761,Error Parsing Response
2754,17951,10
2755,3893,Error Parsing Response
2756,8746,Error Parsing Response
2757,24690,80
2758,2017,\\text{Yeonwoo
2759,7996,276
2760,25744,6:05\\text{'
2761,28075,100
2762,5630,6
2763,16302,525
2764,24330,75
2765,18428,\\frac{1
2766,25489,4
2767,6171,Error Parsing Response
2768,16462,Error Parsing Response
2769,25672,2
2770,24713,10
2771,9158,17
2772,7439,4
2773,10304,Error Parsing Response
2774,27950,21
2775,11178,Error Parsing Response
2776,23519,Error Parsing Response
2777,29929,40'
2778,23767,10000
2779,18684,Error Parsing Response
2780,21704,80
2781,19201,Error Parsing Response
2782,27398,120/900=\\frac{2
2783,29271,24
2784,4909,10.33
2785,6062,34
2786,30159,Error Parsing Response
2787,2987,2
2788,4456,531.5
2789,17156,25
2790,16359,Error Parsing Response
2791,10028,\\$9
2792,17168,\\frac{1
2793,17637,108
2794,559,Error Parsing Response
2795,22728,\\$150
2796,8860,12
2797,24133,Error Parsing Response
2798,11346,11
2799,6770,Error Parsing Response
2800,13445,10
2801,6722,24
2802,27725,7
2803,18432,Error Parsing Response
2804,20658,40
2805,17219,3
2806,24716,24
2807,14447,Error Parsing Response
2808,26380,\\$3
2809,19354,1200000
2810,9285,Error Parsing Response
2811,18050,168
2812,1077,Error Parsing Response
2813,27098,12
2814,237,5
2815,25808,64
2816,26316,\\frac{1
2817,16714,21
2818,15306,12
2819,8444,Error Parsing Response
2820,24421,4
2821,23407,Error Parsing Response
2822,803,144
2823,8303,\\frac{7
2824,24096,Error Parsing Response
2825,8459,1650
2826,20827,Error Parsing Response
2827,3255,Error Parsing Response
2828,1635,14285
2829,20071,20\\%
2830,5126,Error Parsing Response
2831,22297,Error Parsing Response
2832,6001,27380\\text{ mL
2833,10940,12
2834,29881,600
2835,29965,Error Parsing Response
2836,4380,\\text{A
2837,18772,134
2838,28401,Error Parsing Response
2839,21720,\\$38
2840,7782,Error Parsing Response
2841,9903,\\frac{11
2842,27661,50
2843,18473,48
2844,6023,\\frac{11
2845,4667,354
2846,27699,\\frac{180'
2847,10306,9600
2848,11843,Error Parsing Response
2849,20742,6
2850,17071,Error Parsing Response
2851,23827,12
2852,8380,Error Parsing Response
2853,22556,9
2854,4613,94.0
2855,10623,40000
2856,26220,\\$26
2857,16190,Error Parsing Response
2858,29635,4
2859,19340,Error Parsing Response
2860,6371,69
2861,6059,10
2862,21152,4
2863,12802,112
2864,27574,Error Parsing Response
2865,25814,32
2866,12035,300
2867,21290,60
2868,13731,Error Parsing Response
2869,7297,\\frac{1
2870,20250,Error Parsing Response
2871,4827,18
2872,5168,14
2873,21068,40
2874,10712,Error Parsing Response
2875,9035,Error Parsing Response
2876,1316,1000
2877,612,Error Parsing Response
2878,3298,Error Parsing Response
2879,19134,88
2880,1103,80
2881,15564,Error Parsing Response
2882,24963,10
2883,167,Error Parsing Response
2884,15344,Error Parsing Response
2885,8719,Error Parsing Response
2886,12132,14
2887,889,3
2888,20679,800
2889,14567,100
2890,10182,Error Parsing Response
2891,20708,4/3
2892,3989,182
2893,24704,0
2894,28641,Error Parsing Response
2895,7415,Error Parsing Response
2896,16029,\\frac{11
2897,21374,Error Parsing Response
2898,20351,\\$10
2899,22667,27
2900,10274,300
2901,23386,Error Parsing Response
2902,16080,Error Parsing Response
2903,14162,55
2904,28536,84
2905,22530,200
2906,20367,52
2907,20930,Error Parsing Response
2908,17899,17
2909,1742,1.1
2910,9208,45
2911,19074,\\$10
2912,11009,Error Parsing Response
2913,28734,34
2914,18857,30
2915,27853,\\frac{1
2916,3214,\\frac{71
2917,8419,\\frac{22
2918,22148,12
2919,6238,14
2920,11628,Error Parsing Response
2921,15219,180
2922,14780,50
2923,4430,6
2924,14535,15
2925,5679,150
2926,24350,25
2927,23947,13
2928,5087,4
2929,18476,10
2930,17465,900
2931,21401,3600
2932,172,17
2933,22482,Error Parsing Response
2934,7228,7
2935,3626,Error Parsing Response
2936,16682,210
2937,13768,13.33
2938,2963,4
2939,18177,\\$8
2940,19249,-6
2941,25827,Error Parsing Response
2942,18659,Error Parsing Response
2943,8735,20
2944,13228,Error Parsing Response
2945,6839,55
2946,6794,4
2947,23818,Error Parsing Response
2948,10591,40
2949,12690,Error Parsing Response
2950,13032,200
2951,11672,\\$96
2952,29346,Error Parsing Response
2953,20035,10
2954,22710,Error Parsing Response
2955,-7799917609033718044,6
2956,53,36
2957,14777,1'
2958,6380,Error Parsing Response
2959,10946,Error Parsing Response
2960,17553,Error Parsing Response
2961,4642,11
2962,13346,Error Parsing Response
2963,4946,3
2964,815,\\$25.00
2965,11595,Error Parsing Response
2966,11384,Error Parsing Response
2967,30446,Error Parsing Response
2968,3639,18
2969,10346,200
2970,11653,1
2971,5633,\\text{red
2972,5053,41
2973,17030,Error Parsing Response
2974,10509,17
2975,28928,Error Parsing Response
2976,13991,28
2977,9267,60
2978,3369,34
2979,7639,1600
2980,13661,Error Parsing Response
2981,2352,2
2982,3264,576
2983,27961,7500
2984,30248,\\frac{33
2985,12614,15
2986,29557,30
2987,9556,12
2988,23136,81
2989,8760,Error Parsing Response
2990,26197,\\$700
2991,6735,50
2992,26490,105
2993,30253,192
2994,-7099803813582431362,8
2995,450,4
2996,27227,1
2997,26436,25
2998,19788,1'
2999,2534,143
3000,16648,1.4
3001,7886,Error Parsing Response
3002,6843,Error Parsing Response
3003,18795,Error Parsing Response
3004,29829,\\frac{27
3005,26956,Error Parsing Response
3006,1830,24
3007,25444,6\\text{ cm
3008,13499,Error Parsing Response
3009,2932786445509134492,Error Parsing Response
3010,19175,84
3011,9445,100\\%
3012,2201,14
3013,27340,\\$5.25
3014,29722,\\$672
3015,9447,Error Parsing Response
3016,12769,1200
3017,10396,9
3018,-4108585223632793595,Error Parsing Response
3019,28601,26
3020,22518,Error Parsing Response
3021,16123,Error Parsing Response
3022,13245,3
3023,22071,Error Parsing Response
3024,29089,Error Parsing Response
3025,16913,\\$10
3026,4387,5
3027,2993,43
3028,4019,\\frac{3
3029,21208,2
3030,23108,90
3031,28856,\\frac{11
3032,22176,60
3033,15731,Error Parsing Response
3034,27977,6
3035,16836,Error Parsing Response
3036,22740,Error Parsing Response
3037,24821,20
3038,11468,30.5
3039,7398,Error Parsing Response
3040,27507,7
3041,952,\\frac{3
3042,18663,Error Parsing Response
3043,9343,\\$5
3044,29895,398
3045,6968,6
3046,700,Error Parsing Response
3047,10431,Error Parsing Response
3048,23677,Error Parsing Response
3049,12105,\\frac{5
3050,26054,Error Parsing Response
3051,21187,6
3052,1014,10
3053,14646,5
3054,12453,19
3055,25834,\\frac{8
3056,17033,\\frac{3
3057,23949,4
3058,10930,Error Parsing Response
3059,26111,\\frac{3
3060,12192,56.25
3061,18604,2
3062,28096,80\\text{ km
3063,5010,Error Parsing Response
3064,27679,\\frac{1
3065,4383,1080^\\circ
3066,13220,7
3067,3492,Error Parsing Response
3068,7515,40
3069,7662,25
3070,13976,Error Parsing Response
3071,29523,146.4\\text{ miles/gallon
3072,9812,2
3073,27178,\\$200
3074,24965,12
3075,13935,\\frac{2
3076,6081,10
3077,9143,3
3078,2100,17
3079,3562,8
3080,21313,3
3081,9360,Error Parsing Response
3082,16993,200
3083,8355,1
3084,27460,2
3085,22702,Error Parsing Response
3086,10517,1200
3087,18680,\\$50
3088,13282,Error Parsing Response
3089,8033,\\$250
3090,225,6
3091,2034,31\\frac{4
3092,29537,159
3093,19916,Error Parsing Response
3094,17761,20
3095,8187,833
3096,4618,Error Parsing Response
3097,9829,Error Parsing Response
3098,30390,Error Parsing Response
3099,16171,Error Parsing Response
3100,math-0012,50
3101,27097,15.6
3102,14244,\\$7.00
3103,4089,14
3104,8470,3
3105,5708,Error Parsing Response
3106,12040,\\frac{1
3107,14298,Error Parsing Response
3108,15456,Error Parsing Response
3109,25631,64
3110,10506,41.8
3111,27579,35
3112,5711,Error Parsing Response
3113,9919,Error Parsing Response
3114,4347,5
3115,2225,Error Parsing Response
3116,21877,Error Parsing Response
3117,16801,3
3118,19400,\\$2
3119,18903,19
3120,6552,100
3121,24635,Error Parsing Response
3122,9266,3.80
3123,1024,2
3124,28766,18
3125,4632,Error Parsing Response
3126,9921,\\frac{1
3127,1761,640
3128,10070,95
3129,3620,6
3130,12476,\\frac{76
3131,9070,2100
3132,1545679634528161296,Error Parsing Response
3133,25296,32
3134,10912,Error Parsing Response
3135,9875,294
3136,28421,Error Parsing Response
3137,2517,42
3138,14,\\text{Doyun
3139,24302,24
3140,7793,165
3141,9181,Error Parsing Response
3142,16441,8'
3143,13894,37
3144,26345,10
3145,15065,40
3146,11909,72
3147,1745,Error Parsing Response
3148,27934,\\$14000
3149,9760,Error Parsing Response
3150,14342,2
3151,5404,30
3152,2998,600
3153,1124,480
3154,376,8
3155,21105,39
3156,30563,Error Parsing Response
3157,2496,Error Parsing Response
3158,7441,13
3159,2720,Error Parsing Response
3160,11923,400
3161,6250,150
3162,11404,100
3163,21557,Error Parsing Response
3164,3425,"0."""
3165,21145,10
3166,7675,\\frac{1
3167,7376,120
3168,29135,Error Parsing Response
3169,13757,6
3170,15783,14
3171,1589,64
3172,8834,\\frac{1
3173,6397,Error Parsing Response
3174,13136,3
3175,14991,Error Parsing Response
3176,3900,1.31
3177,1133,Error Parsing Response
3178,28596,12
3179,25760,54
3180,5354,\\frac{60
3181,19696,2
3182,17305,30
3183,27958,Error Parsing Response
3184,7952,Error Parsing Response
3185,19115,Error Parsing Response
3186,12487,55
3187,7803,Error Parsing Response
3188,30594,Error Parsing Response
3189,7858,Error Parsing Response
3190,8178,21
3191,28933,Error Parsing Response
3192,3947,1
3193,4978,Error Parsing Response
3194,11733,\\frac{'
3195,10626,2800
3196,25919,"\\"""
3197,18962,2
3198,20672,7.5
3199,28938,Error Parsing Response
3200,6718,32
3201,10465,4
3202,17390,Error Parsing Response
3203,28590,3600
3204,21080,Error Parsing Response
3205,23861,1786
3206,28817,\\frac{3
3207,13145,Error Parsing Response
3208,6291,1000
3209,7029,11682
3210,1511,Error Parsing Response
3211,19477,13
3212,22836,Error Parsing Response
3213,345,1.5
3214,18093,1'
3215,8339,20
3216,10247,Error Parsing Response
3217,-6332214582069557353,28
3218,5947,""""
3219,12100,Error Parsing Response
3220,950,\\text{C
3221,13918,100
3222,192,-204
3223,8597,2700\\text{ feet
3224,8197,Error Parsing Response
3225,17274,Error Parsing Response
3226,2992,262
3227,14030,10
3228,18238,Error Parsing Response
3229,14335,""""
3230,11313,Error Parsing Response
3231,15409,300
3232,25215,6
3233,1567,3
3234,5489,5
3235,1387,8
3236,9441,3
3237,26586,Error Parsing Response
3238,20925,\\frac{1
3239,24083,Error Parsing Response
3240,9026,Error Parsing Response
3241,7349,-25
3242,14165,200
3243,2928,25
3244,5229,27
3245,7603,Error Parsing Response
3246,10100,2
3247,28366,0.9
3248,17412,Error Parsing Response
3249,16980,\\frac'
3250,16246,Error Parsing Response
3251,26791,320
3252,26865,3625
3253,21109,Error Parsing Response
3254,28368,6005
3255,11069,5
3256,17090,120
3257,4520252764425132387,9594
3258,16254,180
3259,1010,8
3260,21671,Error Parsing Response
3261,4103,12
3262,18285,Error Parsing Response
3263,1033,3
3264,11612,1060
3265,9893,14
3266,16564,8/9
3267,12280,3
3268,6647,851
3269,3739,Error Parsing Response
3270,3541,15
3271,18667,\\$30
3272,16318,20
3273,13520,3500
3274,12976,24
3275,218,Error Parsing Response
3276,22801,1800
3277,711,3
3278,5281,31
3279,21478,10.5
3280,16315,6
3281,19856,54
3282,24029,Error Parsing Response
3283,-4954904832527759146,Error Parsing Response
3284,5338,9
3285,5902,Error Parsing Response
3286,7567,2.5
3287,24851,140
3288,22735,9
3289,18664,0.666666666666666666666666666666666666666666666666666666666666666666666666666666'
3290,26983,Error Parsing Response
3291,7894,Error Parsing Response
3292,8737,Error Parsing Response
3293,11822,Error Parsing Response
3294,5583,Error Parsing Response
3295,13668,\\frac{5
3296,5661,10
3297,26343,6
3298,7303,Error Parsing Response
3299,12098,Error Parsing Response
3300,20154,982.88
3301,157,60
3302,27267,57
3303,8498,2
3304,20354,10
3305,1079,10
3306,9936,\\$705
3307,16407,28
3308,29368,144
3309,1781,61
3310,30095,33
3311,25078,\\$420
3312,16602,Error Parsing Response
3313,15827,Error Parsing Response
3314,16322,18
3315,25265,Error Parsing Response
3316,5433,\\text{Dongkyun
3317,25574,15
3318,23260,Error Parsing Response
3319,4996,60
3320,13336,9
3321,29629,9
3322,24782,27
3323,20575,Error Parsing Response
3324,9563,Error Parsing Response
3325,22850,8
3326,30624,Error Parsing Response
3327,-6786562003224438941,Error Parsing Response
3328,11450,\\$2
3329,28890,\\frac{1
3330,21923,4300\\text{ g
3331,1471,Error Parsing Response
3332,1760,12
3333,5664,28
3334,1737,Error Parsing Response
3335,26621,3
3336,869,5.4
3337,2062713268534357416,72
3338,18588,7
3339,24295,50
3340,25410,Error Parsing Response
3341,22650,50
3342,13881,72
3343,25070,12
3344,7008,152
3345,30230,Error Parsing Response
3346,26252,Error Parsing Response
3347,2763,Error Parsing Response
3348,9934,24
3349,2595,3
3350,28194,2
3351,6181,Error Parsing Response
3352,9385,\\frac{11
3353,10798,16
3354,8842,3
3355,7577,\\text{yellow
3356,2912,Error Parsing Response
3357,5818,12
3358,30373,70\\%
3359,7121,2
3360,9775,400
3361,22849,Error Parsing Response
3362,24023,8
3363,16944,12
3364,21527,12
3365,27962,9000
3366,4164,24
3367,10826,"19"""
3368,25101,5
3369,13166,Error Parsing Response
3370,20487,Error Parsing Response
3371,22582,\\$65
3372,14020,36
3373,8998,7
3374,3489,0.2
3375,1548,Error Parsing Response
3376,9317,59
3377,27160,865
3378,16422,14
3379,23184,78
3380,5080,\\text{'
3381,19677,27
3382,10690,Error Parsing Response
3383,9692,-1700
3384,2969,42
3385,12967,Error Parsing Response
3386,22061,10
3387,20173,Error Parsing Response
3388,826,0.36
3389,21312,40
3390,11950,270
3391,14043,Error Parsing Response
3392,2802,Error Parsing Response
3393,4799,26
3394,504,2000
3395,455,0
3396,23749,5
3397,15610,Error Parsing Response
3398,16218,Error Parsing Response
3399,21972,\\frac{35
3400,10488,Error Parsing Response
3401,29683,40
3402,25982,Error Parsing Response
3403,-267218281458511839,6
3404,21775,46
3405,11312,12
3406,1698,Error Parsing Response
3407,26611,\\frac{1
3408,7480,Error Parsing Response
3409,29354,1
3410,16136,12
3411,7922,14.25
3412,25333,Error Parsing Response
3413,3423,Error Parsing Response
3414,21112,Error Parsing Response
3415,24187,Error Parsing Response
3416,18504,Error Parsing Response
3417,15104,Error Parsing Response
3418,29034,Error Parsing Response
3419,23727,90
3420,1687,33
3421,2364,37
3422,13344,15
3423,22144,10
3424,30688,100
3425,28417,Error Parsing Response
3426,22053,10
3427,11144,15
3428,10019,9
3429,26162,16
3430,20560,20
3431,q6,60
3432,19408,9
3433,26269,Error Parsing Response
3434,19683,Error Parsing Response
3435,3333,216
3436,21602,Error Parsing Response
3437,29482,Error Parsing Response
3438,24149,Error Parsing Response
3439,20212,15
3440,unique_id_001,21
3441,8502,4
3442,7510,Error Parsing Response
3443,20907,Error Parsing Response
3444,2210,Error Parsing Response
3445,20642,8
3446,16629,120
3447,6417,3
3448,21423,1
3449,14500,1350
3450,30384,"467,000"
3451,15421,28800
3452,19774,40
3453,21501,4.5
3454,29390,Error Parsing Response
3455,28197,300
3456,13014,Error Parsing Response
3457,14792,Error Parsing Response
3458,30098,\\$22
3459,20394,Error Parsing Response
3460,17772,3
3461,14382,Error Parsing Response
3462,6373,\\frac{5
3463,16276,40
3464,12547,3600
3465,29269,Error Parsing Response
3466,12494,100
3467,28361,\\frac{12
3468,12529,4
3469,27276,\\$10
3470,15266,Error Parsing Response
3471,25550,Error Parsing Response
3472,20347,3
3473,22577,3
3474,6019,5
3475,23230,8
3476,28531,\\$5000
3477,18751,\\$23
3478,6493,2
3479,5425,Error Parsing Response
3480,30644,200
3481,18037,990
3482,28009,Error Parsing Response
3483,9368,Error Parsing Response
3484,2328,Error Parsing Response
3485,10424,\\frac{2
3486,2646,-4
3487,23335,Error Parsing Response
3488,30607,2000
3489,50,\\text{9th
3490,8377,61
3491,15209,'
3492,30201,5
3493,4718,39
3494,29429,28/35
3495,17569,Error Parsing Response
3496,18904,252
3497,2245,158
3498,5057,40
3499,5872,3
3500,8281,Error Parsing Response
3501,28823,3
3502,24659,21
3503,12689,7
3504,11649,7
3505,19562,Error Parsing Response
3506,2291,\\text{Chanho
3507,23999,30
3508,10033,14
3509,24586,40
3510,27712,4
3511,2079,Error Parsing Response
3512,6540,34
3513,3731,8
3514,19434,1'
3515,8149,Error Parsing Response
3516,4492,60
3517,26119,9
3518,12091,Error Parsing Response
3519,11288,8000
3520,4945,Error Parsing Response
3521,12025,6
3522,20476,124
3523,19259,Error Parsing Response
3524,7438,\\text{A
3525,18230,612
3526,28969,Error Parsing Response
3527,15697,"4.7"""
3528,30039,\\frac{1
3529,18818,400
3530,12491,8'
3531,17557,28
3532,2713,7
3533,20118,\\frac{13
3534,15302,Error Parsing Response
3535,3999,\\$10.00
3536,17203,Error Parsing Response
3537,17494,\\$2
3538,961,4
3539,6192,0
3540,28300,2
3541,21169,Error Parsing Response
3542,10871,8.5\\text{ ft/min
3543,13143,Error Parsing Response
3544,26031,15
3545,7621,-20
3546,15836,7
3547,12575,40
3548,3607,83
3549,22995,2
3550,3417583854805060615,7
3551,15159,26
3552,30743,\\$8.00
3553,19984,0
3554,16021,Error Parsing Response
3555,19222,12
3556,15294,12
3557,24983,1.8
3558,1352,7
3559,25189,214
3560,15268,176
3561,12675,Error Parsing Response
3562,25950,Error Parsing Response
3563,23286,Error Parsing Response
3564,22209,\\$66
3565,3091,1
3566,25593,10000
3567,7019,18
3568,1919,35
3569,30586,24000
3570,14702,291
3571,10523,1.25
3572,1310,38400/800=48
3573,11777,Error Parsing Response
3574,28480,\\$0.125
3575,16603,15
3576,10574,Error Parsing Response
3577,18449,Error Parsing Response
3578,8151,24
3579,27285,\\$2
3580,11377,44
3581,6200,Error Parsing Response
3582,20617,\\$2
3583,14579,Error Parsing Response
3584,19351,Error Parsing Response
3585,4880,\\text{Seokjin
3586,6179,\\text{Yoongi
3587,28089,0.75
3588,8788,75
3589,28549,Error Parsing Response
3590,14103,Error Parsing Response
3591,25937,150
3592,20048,Error Parsing Response
3593,1799,\\text{circle
3594,1878,6
3595,16059,\\$2.40
3596,21606,65
3597,24468,358
3598,2903,4
3599,23111,Error Parsing Response
3600,6838,Error Parsing Response
3601,21469,Error Parsing Response
3602,8269,150
3603,16835,Error Parsing Response
3604,23269,Error Parsing Response
3605,25559,Error Parsing Response
3606,10295,Error Parsing Response
3607,16695,10
3608,14891,510
3609,4581,164
3610,26333,30
3611,55,\\text{A
3612,15231,9
3613,10224,Error Parsing Response
3614,28576,8:30
3615,6241,13
3616,2140,\\text{4th
3617,1062,Error Parsing Response
3618,24967,384
3619,27580,8
3620,11039,Error Parsing Response
3621,14241,28
3622,28324,\\$312
3623,-6584559084429222764,15
3624,6803,Error Parsing Response
3625,10814,3:1
3626,27715,Error Parsing Response
3627,8244,\\$150
3628,5096,5
3629,3789,Error Parsing Response
3630,15816,10
3631,2922,Error Parsing Response
3632,20078,Error Parsing Response
3633,22406,\\$11000
3634,16976,Error Parsing Response
3635,9811,Error Parsing Response
3636,7758,Error Parsing Response
3637,22009,20
3638,17730,2
3639,15284,90
3640,26636,\\$2
3641,1560,9
3642,15946,1
3643,11683,Error Parsing Response
3644,16398,Error Parsing Response
3645,26294,3
3646,24675,Error Parsing Response
3647,2895,14
3648,10376,17
3649,26758,80
3650,14639,20
3651,8671,19
3652,23695,7
3653,25716,\\$10
3654,3797,20
3655,6400,1.5
3656,26912,\\$300
3657,8652,'
3658,20566,1
3659,22999,Error Parsing Response
3660,13473,Error Parsing Response
3661,27019,Error Parsing Response
3662,-5168886649718080327,20
3663,5986,210
3664,6614,40
3665,9194,100
3666,23642,Error Parsing Response
3667,23353,600
3668,28683,Error Parsing Response
3669,23418,\\frac{3
3670,2355,90
3671,12198,1.2
3672,930,486
3673,29847,400
3674,15641,\\frac{1
3675,4582,Error Parsing Response
3676,30351,Error Parsing Response
3677,16815,3
3678,21433,11.5
3679,21064,\\frac{1
3680,18783,Error Parsing Response
3681,11291,"32,400"
3682,13280,Error Parsing Response
3683,27539,44
3684,22167,200
3685,16469,Error Parsing Response
3686,4490,554
3687,20676,35
3688,5516,\\text{Yoongi
3689,939,338
3690,19264,12
3691,9519,\\$8
3692,26306,\\text{No pink notebook
3693,2636,80
3694,11179,Error Parsing Response
3695,13462,12
3696,11883,\\$10500
3697,7260,\\text{B
3698,2183,Error Parsing Response
3699,25217,4
3700,3534,32.88
3701,14906,4000
3702,8413,60
3703,19967,18
3704,26857,Error Parsing Response
3705,6007,Error Parsing Response
3706,5450,9
3707,7907,\\$0
3708,17414,17
3709,23588,Error Parsing Response
3710,18471,67
3711,25537,\\text{Heejin
3712,5109,Error Parsing Response
3713,2154,Error Parsing Response
3714,17184,\\frac{10
3715,9924,2500
3716,21770,40
3717,23795,Error Parsing Response
3718,16325,\\frac{1
3719,9218,\\$450
3720,22006,46
3721,27752,\\$35
3722,124,29
3723,25442,1
3724,20261,100'
3725,29884,Error Parsing Response
3726,26243,15
3727,12200,8
3728,10745,Error Parsing Response
3729,15538,2
3730,16700,21
3731,21351,672
3732,27743,40
3733,24001,150
3734,26189,\\text{99 less
3735,30409,Error Parsing Response
3736,2275,Error Parsing Response
3737,30297,Error Parsing Response
3738,6083,26
3739,13866,114
3740,8028,4
3741,3765,Error Parsing Response
3742,7317,2
3743,26967,Error Parsing Response
3744,296,Error Parsing Response
3745,13213,10
3746,12197,Error Parsing Response
3747,25177,45
3748,16337,450
3749,19923,\\frac{3
3750,6678,Error Parsing Response
3751,18997,Error Parsing Response
3752,19095,5.26
3753,21362,Error Parsing Response
3754,21755,40
3755,4168,Error Parsing Response
3756,8814,\\$20
3757,8447,12
3758,9914,2
3759,20540,Error Parsing Response
3760,8334,Error Parsing Response
3761,19052,Error Parsing Response
3762,10485,2
3763,19598,7
3764,6871,5000
3765,25930,15000
3766,27586,Error Parsing Response
3767,20859,Error Parsing Response
3768,30578,Error Parsing Response
3769,24939,5
3770,4794,8
3771,11700,1
3772,30033,Error Parsing Response
3773,14354,Error Parsing Response
3774,30143,15
3775,21886,Error Parsing Response
3776,21814,6
3777,30121,Error Parsing Response
3778,2452,10.1
3779,4189,Error Parsing Response
3780,27115,55
3781,30115,60\\%
3782,19750,Error Parsing Response
3783,14379,400
3784,4895,432
3785,23420,\\$6.85
3786,28672,79
3787,15896,205
3788,6164,84
3789,11016,840
3790,15815,Error Parsing Response
3791,21343,\\$480
3792,14407,Error Parsing Response
3793,25375,84
3794,14865,\\text{Johnny's other dog
3795,3543,0.584
3796,19963,630
3797,2326,2.7
3798,11556,3
3799,11095,8
3800,16503,54
3801,19768,8
3802,8888,"56,000"
3803,15352,Error Parsing Response
3804,2262,800\\sqrt{3
3805,17346,75
3806,13003,9
3807,2630,25-17=8
3808,3769,11
3809,4254,Error Parsing Response
3810,4118,22
3811,12824,4
3812,11971,160
3813,25953,1
3814,8596,104
3815,7041,'
3816,20399,10
3817,6890,Error Parsing Response
3818,30073,48
3819,19711,14
3820,14868,Error Parsing Response
3821,9425,-\\frac{1
3822,30521,40
3823,22234,13
3824,4348,15.4
3825,2721,9
3826,11286,\\$110
3827,11781,19
3828,4847,Error Parsing Response
3829,5477,Error Parsing Response
3830,21818,Error Parsing Response
3831,8019,5.0\\text{ hours
3832,28503,62
3833,20620,250
3834,18422,375
3835,10805,505
3836,12497,27
3837,5703,144
3838,6108,9.025
3839,19782,3
3840,20158,Error Parsing Response
3841,4124,Error Parsing Response
3842,3793,6
3843,6537,\\$720
3844,29947,\\frac{1
3845,29341,120
3846,11441,Error Parsing Response
3847,7368,10
3848,25803,Error Parsing Response
3849,1161,6
3850,26601,46
3851,13241,Error Parsing Response
3852,26481,32
3853,24912,Error Parsing Response
3854,11280,Error Parsing Response
3855,30658,Error Parsing Response
3856,21784,\\frac{14
3857,1647,23
3858,22027,37
3859,24388,Error Parsing Response
3860,5563,4.45
3861,26006,120
3862,10300,147
3863,4115,7
3864,21129,\\frac{1
3865,7602,Error Parsing Response
3866,30209,18
3867,28450,6
3868,21301,500
3869,12959,220
3870,28094,Error Parsing Response
3871,10601,Error Parsing Response
3872,1857,42
3873,1588,4
3874,9582,Error Parsing Response
3875,20295,3
3876,7511,Error Parsing Response
3877,13335,\\$320
3878,26479,Error Parsing Response
3879,17770,Error Parsing Response
3880,28141,Error Parsing Response
3881,30316,1575
3882,3032,25
3883,18440,\\$1.50
3884,10164,6
3885,23857,400
3886,760,\\text{(A)
3887,5498,846
3888,26525,145
3889,4828,Error Parsing Response
3890,15127,10
3891,20819,16
3892,6825,30
3893,9439,\\$108
3894,646,40000
3895,18805,6-12 = -6
3896,23573,4
3897,28762,10
3898,11718,Error Parsing Response
3899,15627,6
3900,6512,Error Parsing Response
3901,19097,Error Parsing Response
3902,22011,Error Parsing Response
3903,21773,188
3904,30570,4
3905,7270,Error Parsing Response
3906,13734,100
3907,21094,46
3908,16204,55
3909,9642,50
3910,17329,8
3911,3752,Error Parsing Response
3912,11375,12
3913,28103,Error Parsing Response
3914,23367,240
3915,21743,\\$18
3916,27670,4
3917,9409,Error Parsing Response
3918,23676,Error Parsing Response
3919,27994,16.67\\%
3920,14704,Error Parsing Response
3921,25662,Error Parsing Response
3922,15413,20
3923,13714,Error Parsing Response
3924,14794,\\$600
