,Question Id,llama_is_correct,Llama Model Solution Numbers,llema_is_correct,llema_solution,qwen_is_correct,Qwen Model Solution Numbers,mistral_is_correct,Mistral Model Solution Numbers,all_incorrect
4235,27317,False,[20],False,,False,[16],False,[16],True
4247,3200,False,[9],False,9.0,False,[],False,[19],True
4252,26973,False,[200],False,,False,[20],False,[],True
4261,7251,False,[40],False,25.0,False,[10],False,[50],True
4262,19839,False,[1650],False,9570.0,False,[57950],False,[193430],True
4263,23359,False,[61100],False,,False,[310],False,[1725],True
4264,10397,False,[15],False,,False,[15],False,[6],True
4267,1334,False,"[11, 29]",False,42.0,False,[55],False,[],True
4269,30478,False,[12],False,,False,[12],False,[884584],True
4272,15471,False,[4],False,3.0,False,[0],False,[4],True
4273,3646,False,[],False,,False,[],False,[],True
4282,9261,False,[5145],False,,False,[0],False,[2415],True
4283,9824,False,[6],False,,False,[7],False,[11],True
4287,1960,False,[60],False,60.0,False,[],False,[],True
4290,30241,False,[31],False,,False,[32],False,[],True
4291,20198,False,[30],False,,False,[8],False,[10],True
4295,16945,False,[34],False,,False,[34],False,[34],True
4301,8189,False,[10],False,39.0,False,[61],False,[],True
4308,5884,False,[13],False,2700.0,False,[],False,[],True
4309,28317,False,"[8, 3]",False,,False,[2],False,[5],True
4311,312,False,"[1000, 100, 4, 2, 5, 542]",False,3.0,False,[4],False,[135],True
4317,24892,False,[2],False,2.0,False,[2],False,[0],True
4319,29925,False,[11],False,4.0,False,[],False,[3116],True
4324,29217,False,[14],False,,False,[14],False,[58],True
4327,23908,False,[11],False,6.0,False,[],False,[16],True
4331,4266,False,"[180, 2]",False,174.0,False,[2],False,[7],True
4333,23494,False,[],False,,False,[1050],False,[1000],True
4338,11731,False,[12000],False,207.0,False,[122],False,[22],True
4346,6677,False,"[3, 60]",False,15.0,False,[3],False,[20],True
4351,12316,False,[45],False,,False,[25],False,[550],True
4352,23342,False,[6],False,,False,[24],False,[6],True
4364,28446,False,[88],False,,False,[93],False,[31],True
4365,17783,False,[33],False,,False,[39],False,[16],True
4366,13779,False,[56667],False,,False,[400],False,[290],True
4375,27761,False,[],False,,False,[40],False,[15],True
4385,27121,False,[150],False,,False,[50],False,[50],True
4395,16069,False,[555],False,1000.0,False,[1000],False,[81667],True
4409,30258,False,[1112],False,,False,[12],False,[],True
4410,945,False,"[2, 146625]",False,,False,[1285],False,[84],True
4414,12736,False,[136],False,,False,[],False,[13],True
4415,6281,False,[636],False,,False,[10],False,[1167],True
4418,788,False,"[4, 72, 120, 24]",False,,False,[6],False,[],True
4427,21869,False,[12],False,6.0,False,[24],False,[18],True
4432,3013,False,"[45, 78]",False,,False,[12],False,[20],True
4433,12391,False,[11],False,,False,[15],False,[14],True
4440,10272,False,[50],False,11.0,False,[50],False,[35],True
4443,19075,False,[71],False,,False,[71],False,[96],True
4452,30267,False,"[15, 5, 5]",False,10.0,False,[3],False,[50],True
4464,4255,False,[17142857],False,,False,[383313],False,[1601],True
4465,12318,False,[3819],False,,False,[],False,[2819],True
4471,Q-1234,False,[7],False,9.0,False,[3],False,[8],True
4478,12429,False,[15],False,,False,[113],False,[8],True
4479,20458,False,[5],False,12.0,False,[11],False,[5],True
4492,1672,False,[20],False,30.0,False,[20],False,[20],True
4505,27286,False,[5625],False,,False,[],False,[24],True
4512,5539,False,"[25, 1]",False,,False,[2110],False,[36],True
4513,5411,False,"[16, 4]",False,24.0,False,[],False,[1],True
4515,8550,False,[],False,,False,[36],False,[10],True
4519,20850,False,[12099875],False,,False,[125],False,[1250],True
4524,716,False,[1],False,,False,[1],False,[60],True
4526,29690,False,[10],False,1200.0,False,[30],False,[180],True
4531,7077,False,[90],False,,False,[3647],False,[15],True
4539,10686,False,[151],False,,False,[2],False,[2110],True
4541,15619,False,[150],False,15.0,False,[2],False,[0],True
4542,17456,False,"[100000, 20, 5000]",False,,False,[800],False,[600],True
4548,5967,False,[4],False,5.0,False,[2],False,[2],True
4556,24500,False,[5],False,100.0,False,[12],False,[27],True
4560,16306,False,[56],False,,False,[56],False,[16],True
4565,28031,False,"[4, 59375]",False,500.0,False,[50],False,[6250],True
4568,23556,False,[6],False,,False,[],False,[75],True
4570,1933,False,[8],False,,False,[],False,[],True
4572,28499,False,[255],False,19.0,False,[5],False,[15],True
4575,7372,False,[30],False,,False,[],False,[100],True
4577,22628,False,[20],False,,False,[],False,[10],True
4580,20427,False,"[2, 375, 75]",False,150.0,False,[1],False,[150],True
4585,12554,False,[12],False,,False,[],False,[294],True
4587,25823,False,[20],False,24.0,False,[3],False,[],True
4588,26113,False,[9],False,13.0,False,[4],False,[10],True
4590,25313,False,[1350],False,,False,[1467],False,[15],True
4599,29093,False,[7245],False,,False,[255],False,[1000],True
4607,21503,False,[978],False,,False,[100],False,[34],True
4609,30347,False,[200],False,80.0,False,[40],False,[33],True
4614,15313,False,"[6, 8, 75]",False,,False,[4],False,[],True
4619,25179,False,[13],False,,False,[5],False,[7],True
4634,9100,False,[15],False,21.0,False,[],False,[10],True
4637,22847,False,[25],False,310.0,False,[],False,[103],True
4643,3885,False,"[13, 15]",False,8.0,False,[2],False,[2],True
4653,2070,False,[6],False,,False,[8],False,[],True
4660,20472,False,"[16, 23, 2]",False,,False,[14],False,[752],True
4661,12283,False,[],False,1.0,False,[],False,[21],True
4662,441,False,"[1, 6, 8, 861]",False,861.0,False,[],False,[],True
4665,9205,False,[75],False,,False,[524],False,[12],True
4676,21880,False,"[302, 183]",False,,False,[30],False,[10000],True
4682,29042,False,[11],False,,False,[],False,[],True
4684,548,False,[4],False,12.0,False,[],False,[5],True
4686,29682,False,[4],False,4.0,False,[4],False,[1],True
4689,1230,False,"[5, 30]",False,10.0,False,[50],False,[],True
4690,11690,False,"[3, 13]",False,12.0,False,[103],False,[12666],True
4701,11701,False,[31],False,2.0,False,[52],False,[54],True
4703,25660,False,[],False,12.0,False,[40],False,[10],True
4705,26498,False,[6],False,12.0,False,[8],False,[10],True
4706,12355,False,[18],False,2.0,False,[14],False,[140],True
4708,23560,False,[114],False,,False,[430],False,[1189],True
4713,13039,False,[3],False,6.0,False,[4],False,[158],True
4715,11662,False,[15],False,,False,[7],False,[],True
4725,6355,False,[],False,,False,[],False,[],True
4735,4087,False,[100],False,,False,[],False,[10],True
4742,5202,False,[24],False,,False,[24],False,[],True
4747,17941,False,[650],False,,False,[650],False,[],True
4749,20857,False,"[104, 8]",False,14.0,False,[5],False,[140],True
4750,6399,False,[960],False,,False,[3],False,[41],True
4751,2416,False,[233243],False,67.0,False,[36693877551],False,[112],True
4758,17764,False,[15],False,,False,[110],False,[102],True
4760,30601,False,"[15, 10, 10]",False,,False,[4],False,[147],True
4761,6040,False,[9],False,25.0,False,[],False,[11],True
4763,19613,False,[200],False,40.0,False,[200],False,[400],True
4765,1516,False,[71],False,31.0,False,[71],False,[71],True
4769,867,False,[3],False,,False,[1],False,[12],True
4771,21533,False,[],False,,False,[2],False,[10],True
4774,3501,False,[6],False,,False,[],False,[],True
4775,11469,False,[298],False,301.0,False,[],False,[225],True
4783,1893,False,[8],False,4.0,False,[],False,[],True
4784,22945,False,[140],False,7.0,False,[62],False,[12],True
4797,10631,False,[4],False,,False,[],False,[10],True
4804,26193,False,[65000],False,,False,[55000],False,[100],True
4806,10104,False,[24],False,,False,[5],False,[14],True
4807,16811,False,[5],False,50.0,False,[],False,[55],True
4817,30705,False,[83],False,,False,[10],False,[],True
4824,7038,False,[1200],False,,False,[1200],False,[54],True
4827,17206,False,[4950],False,,False,[],False,[24],True
4835,11871,False,[],False,108.0,False,[],False,[24],True
4842,1495,False,[1014],False,384.0,False,[13523],False,[1024],True
4865,2306,False,[120],False,,False,[],False,[500],True
4873,17234,False,[875],False,85.0,False,[],False,[],True
4874,19146,False,[8],False,2.0,False,[1],False,[],True
4877,1831,False,[1134],False,,False,[941],False,"[7, 23]",True
4878,11841,False,[43200],False,,False,[7200],False,[86600],True
4883,10114,False,[408],False,,False,[],False,[],True
4884,25061,False,[5],False,,False,[8],False,[10],True
4887,15533,False,[21],False,,False,[21],False,[76095],True
4891,4592,False,"[1040, 5, 8, 2]",False,,False,[24],False,[],True
4903,34,False,[4],False,120.0,False,[120],False,[120],True
4906,30410,False,[5],False,10.0,False,[],False,[10],True
4929,23457,False,[112],False,,False,[],False,[32],True
4930,6033,False,"[18, 300, 4, 10]",False,,False,[200],False,[120],True
4932,13193,False,[80],False,,False,[60],False,[100],True
4934,28500,False,[41100],False,,False,[310],False,[320],True
4937,18624,False,[6],False,12.0,False,[6],False,[2],True
4939,7833,False,"[3, 1225]",False,,False,[5],False,[25],True
4943,10466,False,[300301],False,,False,[45],False,[115],True
4944,2747,False,"[31, 28, 87]",False,59.0,False,[90],False,[],True
4945,26466,False,[10],False,25.0,False,[],False,[50],True
4952,13854,False,[500],False,,False,[520],False,[580],True
4967,10150,False,[8],False,45.0,False,[328],False,[16],True
4968,17261,False,[700],False,405.0,False,[300],False,[350],True
4969,13703,False,[60],False,125.0,False,[],False,[20],True
4984,1604,False,[15],False,,False,[],False,[],True
4989,26540,False,[142000],False,,False,[154700],False,[130000],True
4991,17632,False,[2],False,17.0,False,[15],False,[],True
4992,19068,False,[3],False,,False,[34],False,[1360000],True
4996,14690,False,[11],False,,False,[32],False,[116],True
5001,1806,False,"[48, 200, 0, 1, 3, 5, 6]",False,60.0,False,[48],False,[],True
5002,13885,False,[10],False,150.0,False,[],False,[525],True
5004,4049,False,"[128, 16]",False,240.0,False,[48],False,[],True
5005,20725,False,[4],False,,False,[8],False,[14],True
5012,23062,False,[205],False,1.0,False,[],False,[4183],True
5023,8909,False,[50],False,,False,[11],False,[90],True
5024,9588,False,[],False,18.0,False,[6],False,[6],True
5027,11930,False,[5],False,4.0,False,[4],False,[5],True
5032,7036,False,[21],False,8.0,False,[],False,[],True
5041,5081,False,[1320],False,,False,[29997],False,[],True
5049,9108,False,[30],False,28.0,False,[],False,[70],True
5052,22649,False,[135],False,,False,[100],False,[0],True
5056,2494,False,"[1, 3, 3, 100]",False,10.0,False,[0],False,[18],True
5069,28424,False,[150],False,300.0,False,[600],False,[],True
5070,19589,False,[100],False,60.0,False,[75],False,[],True
5071,24592,False,[12],False,9.0,False,[6],False,[37],True
5073,30309,False,[45],False,1.0,False,[85],False,[651],True
5077,20567,False,[],False,,False,[2],False,[10],True
5080,10875,False,[4],False,,False,[4],False,[4],True
5084,23145,False,[16],False,20.0,False,[28],False,[7600],True
5085,29536,False,[],False,,False,[500],False,[208],True
5089,1042,False,[35],False,2.0,False,[5],False,[],True
5091,15311,False,"[13, 6]",False,,False,[75],False,[12],True
5093,24951,False,[],False,,False,[],False,[1710],True
5097,111,False,[84],False,,False,[772],False,[],True
5104,10004,False,[31],False,,False,[2],False,[1114],True
5113,24944,False,[80],False,,False,[1080],False,[1920],True
5114,12503,False,"[11, 60]",False,495.0,False,[255],False,[15],True
5119,7141,False,[456],False,,False,[24],False,[17],True
5121,469,False,"[6, 5]",False,,False,[5],False,[5],True
5127,3641,False,[812],False,,False,[],False,[36],True
5132,7413,False,[59],False,,False,[],False,[100],True
5136,25733,False,[270],False,150.0,False,[270],False,[150],True
5137,3224,False,[],False,,False,"[16, 2]",False,[],True
5143,24618,False,[1],False,,False,[23],False,[316],True
5145,10365,False,[31],False,,False,[99],False,[],True
5147,18627,False,[24],False,,False,[24],False,[15],True
5152,15206,False,[],False,,False,[5],False,[14],True
5153,17294,False,[100],False,,False,[0],False,[417],True
5158,15087,False,"[885, 3, 50]",False,2035.0,False,[],False,[2850],True
5159,26063,False,[628571],False,,False,[],False,[18000],True
5160,5058,False,"[12, 2, 4]",False,8.0,False,[6],False,[],True
5163,536,False,[203],False,10.0,False,[20],False,[],True
5167,27746,False,[7],False,,False,[],False,[15],True
5171,23934,False,[40],False,,False,[40],False,[60],True
5172,19473,False,[11],False,,False,[],False,[],True
5176,7531,False,"[5, 5]",False,39.0,False,[11],False,[19],True
5183,9548,False,[74],False,,False,[163],False,[136],True
5184,26166,False,[61],False,,False,[4667],False,[16],True
5191,28201,False,[80],False,,False,[],False,[100],True
5193,12585,False,[72],False,,False,[100],False,[300],True
5197,26940,False,[5],False,,False,[27],False,[15],True
5202,27734,False,[25520],False,,False,[75],False,[198],True
5211,8931,False,[166],False,720.0,False,[196],False,[37500],True
5217,23273,False,[195],False,16.0,False,[1316],False,[310],True
5218,30344,False,"[5, 6, 35]",False,,False,[3],False,[2],True
5221,12520,False,[11],False,,False,[],False,[131],True
5227,17438,False,[10852],False,,False,[4000],False,[1704],True
5228,27949,False,"[40, 2]",False,,False,[2],False,[3],True
5234,14164,False,"[2, 36]",False,,False,[365],False,[4],True
5238,25505,False,[2],False,,False,[2],False,[175],True
5240,30284,False,[35634],False,,False,[],False,[142857],True
5241,13043,False,[13],False,,False,[4927],False,[8],True
5246,5308,False,[10],False,,False,[42],False,[107],True
5251,29878,False,[20],False,7.0,False,[20],False,[17],True
5252,25474,False,[5],False,,False,[5],False,[8],True
5254,7370,False,"[7, 50]",False,13.0,False,[7],False,[7],True
5257,14779,False,[18],False,11.0,False,[18],False,[15],True
5260,14754,False,"[10, 8]",False,19.0,False,[25],False,[2],True
5261,8734,False,[15],False,,False,[15],False,[5],True
5264,5123,False,[40],False,40.0,False,[],False,[40],True
5269,25709,False,[345],False,,False,[310],False,[],True
5272,28265,False,[4],False,,False,[10],False,[23],True
5277,18799,False,"[11, 15]",False,,False,[11],False,[18],True
5278,20939,False,[241],False,,False,[1710],False,[53],True
5285,3403,False,[],False,,False,[160],False,[],True
5292,6642,False,[1],False,,False,[],False,[2],True
5297,20465,False,[8],False,,False,[],False,[12],True
5304,15151,False,"[25, 47]",False,65.0,False,[47],False,[56],True
5305,4173,False,[20],False,,False,[],False,[24],True
5312,5622,False,[120],False,15.0,False,[120],False,[120],True
5316,8694,False,[60],False,,False,[24],False,[20],True
5319,8765,False,[],False,,False,[2],False,[1923],True
5322,12421,False,"[8, 10, 6]",False,,False,[15],False,[15],True
5340,2849,False,[14],False,28.0,False,[420],False,[],True
5344,28680,False,[500],False,,False,[980],False,[1000],True
5348,29238,False,[851],False,,False,[40],False,[1610],True
5349,10000,False,"[16, 3]",False,24.0,False,[28],False,[],True
5353,20317,False,[10204],False,,False,[100],False,[106],True
5354,95,False,[28],False,27.0,False,[],False,[],True
5357,24094,False,[12],False,12.0,False,[4],False,[12],True
5358,13962,False,[139],False,,False,[57],False,[],True
5360,25206,False,[171],False,20.0,False,[4929],False,[47],True
5372,23194,False,[8500],False,,False,[950],False,[8450],True
5374,1523,False,[8],False,,False,[120],False,[24],True
5378,13394,False,[33],False,,False,[],False,[32],True
5385,29069,False,[6],False,62.0,False,[14],False,[5],True
5400,8124,False,[30],False,,False,[30],False,[20],True
5408,29447,False,[4],False,4.0,False,[35],False,[288],True
5411,1707,False,[189256],False,28.0,False,[252],False,[84],True
5419,15321,False,[150],False,,False,[],False,[2990],True
5428,2797,False,[78],False,,False,[75],False,[75],True
5438,7098,False,"[2017, 2019, 2]",False,2.0,False,[],False,[],True
5442,509,False,[288],False,72.0,False,[288],False,[24],True
5451,956,False,"[1, 200, 365]",False,,False,[],False,[],True
5453,1680,False,"[2, 1]",False,,False,[3],False,[2],True
5458,11176,False,[4],False,,False,[4],False,[8],True
5468,10449,False,[3],False,1.0,False,[5],False,[],True
5487,3849,False,[217],False,9.0,False,[217],False,[],True
5490,30406,False,[5],False,8.0,False,[5],False,[8],True
5493,6962,False,[5000],False,,False,[],False,[4372],True
5494,29727,False,[10],False,,False,[],False,[20],True
5496,343,False,"[70, 5]",False,,False,[70],False,[50],True
5500,question_2,False,"[5, 2]",False,,False,[3],False,[0],True
5502,9160,False,[1940],False,,False,[],False,[],True
5505,23322,False,[154],False,,False,[1527],False,[42],True
5507,28838,False,[],False,,False,[],False,[3],True
5513,13221,False,[41],False,1232.0,False,[123],False,[1240001000],True
5515,26535,False,[21],False,10.0,False,[14],False,[17],True
5517,20845,False,"[5, 50, 2800000]",False,,False,[],False,[20],True
5522,18722,False,[6336],False,288.0,False,[],False,[5760],True
5526,29830,False,[2000],False,,False,[],False,[2400],True
5527,674,False,[3],False,,False,[],False,[7],True
5528,13111,False,"[6, 18]",False,,False,[11],False,[18],True
5529,9981,False,[61],False,1.0,False,[11],False,[3],True
5530,4077,False,[175],False,9.0,False,[2112],False,[],True
5533,25987,False,[37],False,130.0,False,[3717],False,[160],True
5543,15095,False,[3],False,,False,[4912],False,[105],True
5547,29496,False,[75],False,,False,[],False,[150],True
5549,12437,False,[152],False,160.0,False,[152],False,[30],True
5551,3466,False,[15],False,19000.0,False,[],False,[0],True
5553,4940,False,[156],False,,False,[],False,[33],True
5556,4714,False,[],False,,False,[],False,[],True
5561,28487,False,[180],False,,False,[72],False,[180],True
5568,21961,False,"[95, 10]",False,30.0,False,[],False,[],True
5571,9754,False,[432],False,,False,[],False,[5300],True
5584,29483,False,[1333],False,75.0,False,[5333],False,[53],True
5585,16447,False,[2],False,6.0,False,[2],False,[10],True
5587,1704,False,[138],False,,False,[],False,[100],True
5591,1462,False,[160],False,80.0,False,[140],False,[50],True
5593,9810,False,[49],False,,False,[91],False,[13],True
5601,26806,False,[0],False,52.0,False,[9],False,[],True
5602,13219,False,[289333],False,3200.0,False,[20000],False,[9200],True
5608,17013,False,[10],False,4.0,False,[4],False,[4],True
5610,20142,False,[2],False,,False,[5],False,[9],True
5617,1772,False,[1875],False,,False,[],False,[500],True
5621,17624,False,"[19, 357]",False,285.0,False,[285],False,[270],True
5624,886,False,"[18, 3]",False,29.0,False,[],False,[19],True
5626,14871,False,[29],False,,False,[30],False,[1886],True
5629,714,False,[333],False,,False,[30],False,[],True
5633,7735,False,"[10, 30]",False,,False,[266],False,[200],True
5635,8448,False,[416],False,,False,[12],False,[12],True
5638,26800,False,[75],False,60.0,False,[75],False,[60],True
5641,27566,False,[378],False,,False,[],False,[47],True
5656,29074,False,"[105, 21]",False,,False,[425],False,[41],True
5661,23787,False,[7826],False,250.0,False,[225],False,[1125],True
5668,24440,False,[4],False,,False,[105],False,[1],True
5670,14747,False,[130],False,,False,[],False,[15],True
5679,10695,False,[35],False,,False,[],False,[],True
5685,11467,False,[1],False,,False,[5],False,[],True
5689,27806,False,[140],False,,False,[],False,[1900],True
5695,10319,False,[28],False,,False,[26],False,[],True
5699,27373,False,[225],False,9.0,False,[],False,[9],True
5706,22202,False,[19],False,,False,[],False,[],True
5708,16575,False,[255],False,,False,"[3, 34]",False,[222],True
5710,3895,False,[87460],False,87647.0,False,[87640],False,[],True
5712,2599,False,[],False,,False,[],False,[],True
5714,19920,False,[53],False,,False,[1637],False,[10],True
5715,8450,False,[9],False,10.0,False,[9],False,[5],True
5718,16436,False,[],False,,False,[245],False,[280],True
5726,2390,False,[60],False,120.0,False,[120],False,[80],True
5727,23723,False,[99],False,296.0,False,[99],False,[12],True
5730,26559,False,[6],False,,False,[6],False,[123],True
5735,15979,False,[72],False,,False,[4],False,[2316],True
5743,6343,False,[110],False,40.0,False,[110],False,[110],True
5748,3803,False,"[4, 10, 1000]",False,,False,[],False,[],True
5753,8452,False,[6],False,,False,[],False,[64],True
5755,19606,False,[720],False,,False,[720],False,[69],True
5758,456,False,[3],False,6.0,False,[3],False,[3],True
5762,24566,False,[80],False,,False,[],False,[2],True
5765,9708,False,[2],False,,False,[15],False,[6],True
5771,8086,False,"[4, 60]",False,12.0,False,[15],False,[10],True
5780,8096,False,[33],False,,False,[27],False,[14],True
5784,25839,False,[4],False,8.0,False,[9],False,[8],True
5788,26218,False,"[2, 60]",False,,False,[73],False,[325],True
5789,25006,False,[3],False,,False,[3],False,[10],True
5794,2556,False,[48],False,30.0,False,[60],False,[],True
5796,8905,False,[51],False,,False,[30],False,[],True
5800,27563,False,[4],False,,False,[1725],False,[2313],True
5803,4884,False,[6360],False,,False,[1200],False,[1130],True
5807,14954,False,[],False,,False,[2],False,[35],True
5821,14075,False,[80],False,,False,[],False,[14],True
5823,13936,False,[5250],False,,False,[],False,[75],True
5827,5774,False,"[200, 15, 6, 30, 60, 90, 120, 150]",False,,False,[6],False,[],True
5832,8578,False,[27920],False,,False,[190],False,[150],True
5853,24611,False,[5],False,,False,[11],False,[30],True
5855,13182,False,[5263],False,,False,[],False,[20],True
5856,14912,False,[77141],False,7.0,False,[227],False,[],True
5857,16651,False,[360],False,,False,[],False,[203],True
5866,17297,False,[221640],False,,False,[2317],False,[6115],True
5869,25359,False,[7],False,2.0,False,[0],False,[2],True
5872,14466,False,[18],False,,False,[22],False,[12],True
5878,2091,False,[24],False,24.0,False,[],False,[],True
5882,7148,False,[34],False,,False,[102],False,[104],True
5896,3894,False,"[8, 12, 21, 84]",False,,False,[2772],False,[],True
5902,1945,False,[8921],False,61290.0,False,[],False,[],True
5905,8914,False,[9],False,,False,[45],False,[10],True
5909,24365,False,[37],False,,False,[40],False,[12],True
5910,26579,False,"[40, 20, 12]",False,10.0,False,[],False,[30],True
5913,24161,False,[51],False,4.0,False,[3],False,[2],True
5916,20768,False,[8],False,3.0,False,[9],False,[8],True
5919,15058,False,[200000],False,,False,[],False,[3],True
5920,11707,False,"[25, 42]",False,37.0,False,[24],False,[34],True
5921,3821,False,"[345, 8]",False,,False,[],False,[18],True
5922,24354,False,[10],False,4.0,False,[16],False,[10],True
5933,12356,False,[35],False,,False,[4],False,[24],True
5939,13416,False,[10],False,2.0,False,[10],False,[],True
5940,21569,False,[104],False,52.0,False,[41],False,[22],True
5941,20993,False,[27],False,,False,[33],False,[49],True
5943,6360,False,[80],False,,False,[50],False,[50],True
5947,22618,False,[1],False,,False,[],False,[1],True
5951,17539,False,[36],False,,False,[8],False,[],True
5953,7083,False,[40],False,,False,[110],False,[1],True
5954,11427,False,[140],False,10.0,False,[30],False,[130],True
5956,5160,False,"[120, 5]",False,120.0,False,[120],False,[],True
5962,2911,False,[24],False,25.0,False,[37],False,[10],True
5963,23581,False,[5],False,100.0,False,[1],False,[2],True
5965,19988,False,[20],False,,False,[],False,[8],True
5970,5221,False,[4400],False,,False,[400],False,[],True
5974,11825,False,[140],False,45.0,False,[11],False,[65],True
5977,25782,False,[4],False,12.0,False,[1],False,[3],True
5980,22789,False,[5],False,,False,[40],False,[],True
5981,10362,False,[],False,18.0,False,[3],False,[40],True
5985,22547,False,[740],False,,False,[290],False,[980],True
5994,13596,False,"[124, 3]",False,,False,[18],False,[1144],True
6006,6265,False,[11],False,95.0,False,[15],False,[],True
6007,10354,False,[5],False,5.0,False,[],False,[5],True
6013,4941,False,[87],False,,False,[1],False,[0],True
6017,5848,False,"[33, 2]",False,88.0,False,[14],False,[8],True
6024,15767,False,[7125],False,110.0,False,[90],False,[],True
6026,5912,False,[12],False,9.0,False,[],False,[],True
6029,16141,False,"[5, 5]",False,,False,[30],False,[],True
6031,7144,False,"[44, 75]",False,12.0,False,[47],False,[9],True
6034,14990,False,[6111],False,,False,[52],False,[0],True
6036,29178,False,[4],False,,False,[4],False,[1],True
6045,2372,False,[98],False,4.0,False,[396],False,[1],True
6047,28404,False,[75],False,,False,[10],False,[10],True
6050,27687,False,[330],False,,False,[118],False,[100],True
6051,8353,False,[22],False,10.0,False,[],False,[10],True
6053,9687,False,[940],False,480.0,False,[15],False,[593333],True
6054,1770,False,[],False,,False,[],False,[],True
6060,21531,False,[24],False,,False,[],False,[6],True
6071,4892,False,[98340],False,,False,[98430],False,[98430],True
6073,7130,False,[68],False,,False,[103],False,[60],True
6088,3262,False,"[9, 14655]",False,,False,[1454],False,[13293],True
6090,3996,False,"[3, 0, 2, 5, 7, 23]",False,,False,[203],False,[],True
6095,1288,False,"[25, 4, 5]",False,20.0,False,[45],False,[],True
6099,12393,False,[474],False,165.0,False,[],False,[496],True
6105,14685,False,[6],False,,False,[],False,[93],True
6110,6063,False,[6660],False,5400.0,False,[],False,[33448],True
6113,7997,False,[84],False,,False,[],False,[52],True
6115,7834,False,[12],False,7.0,False,[48],False,[],True
6123,8627,False,[61],False,,False,[],False,[],True
6124,492,False,[591],False,71.0,False,[65],False,[],True
6129,28328,False,[39],False,,False,[6],False,[16],True
6132,12723,False,[65],False,,False,[20],False,[65],True
6133,30762,False,[50],False,,False,[],False,[27],True
6134,24386,False,[451],False,275.0,False,[],False,[400900],True
6138,13436,False,[51],False,4.0,False,[12],False,[12],True
6148,3246,False,[4],False,11.0,False,[3],False,[6],True
6150,24214,False,"[2, 1, 31]",False,,False,[31],False,[4],True
6173,24952,False,[32],False,,False,[51],False,[41],True
6187,16329,False,"[3, 7]",False,,False,[1],False,[1],True
6189,24714,False,[110],False,2.0,False,[179],False,[21],True
